seq_name	Accession	Definition	Source	Genus	Species	Subspecies	Organism	Date	Length
OQ555483	OQ555483.1	Nycticebus bengalensis isolate 101 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555484	OQ555484.1	Nycticebus bengalensis isolate 102 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555492	OQ555492.1	Nycticebus bengalensis isolate 124 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555496	OQ555496.1	Nycticebus bengalensis isolate 29 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555497	OQ555497.1	Nycticebus bengalensis isolate 30 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555519	OQ555519.1	Nycticebus bengalensis isolate L21 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555520	OQ555520.1	Nycticebus bengalensis isolate L22 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555532	OQ555532.1	Nycticebus bengalensis isolate L34 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555539	OQ555539.1	Nycticebus bengalensis isolate aDNA716 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555540	OQ555540.1	Nycticebus bengalensis isolate 27 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555541	OQ555541.1	Nycticebus bengalensis isolate 29 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555542	OQ555542.1	Nycticebus bengalensis isolate 30 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555549	OQ555549.1	Nycticebus bengalensis isolate 91 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555550	OQ555550.1	Nycticebus bengalensis isolate 99 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555551	OQ555551.1	Nycticebus bengalensis isolate 101 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555552	OQ555552.1	Nycticebus bengalensis isolate 102 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555555	OQ555555.1	Nycticebus bengalensis isolate 124 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	493
OQ555560	OQ555560.1	Nycticebus bengalensis isolate L21 cytochrome b (cytb) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	1188
OQ555561	OQ555561.1	Nycticebus bengalensis isolate L34 cytochrome b (cytb) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	1186
OQ555565	OQ555565.1	Nycticebus bengalensis isolate aDNA716 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	1681
OQ518090	OQ518090.1	Nycticebus borneanus voucher AMNH:M:17133 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus borneanus (Bornean slow loris)	Nycticebus	borneanus		Nycticebus borneanus	2023-03-01	848
OQ518093	OQ518093.1	Nycticebus borneanus voucher USNM:MAMM:142232 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus borneanus (Bornean slow loris)	Nycticebus	borneanus		Nycticebus borneanus	2023-03-01	848
OQ555545	OQ555545.1	Nycticebus borneanus isolate 61 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus borneanus (Bornean slow loris)	Nycticebus	borneanus		Nycticebus borneanus	2023-04-08	493
L22781	L22781.1	Nycticebus coucang mitochondrial cytochrome oxidase II (CIOII) gene, complete cds	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	1994-01-04	684
U53580	U53580.1	Nycticebus coucang cytochrome b (cyt b) gene, mitochondrial gene encoding mitochondrial protein, complete cds	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	1996-06-12	1140
AB011214	AB011214.1	Nycticebus coucang mitochondrial ND1 gene for NADH dehydrogenase subunit 1, complete cds	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	1998-08-06	957
AF212942	AF212942.1	Nycticebus coucang 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	1999-12-29	382
AF212952	AF212952.1	Nycticebus coucang 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	1999-12-29	239
AF212962	AF212962.1	Nycticebus coucang cytochrome b-like gene, partial sequence; mitochondrial gene for mitochondrial product	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2000-06-22	270
AY687887	AY687887.1	Nycticebus coucang isolate Mal1 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2005-06-30	394
AY687888	AY687888.1	Nycticebus coucang isolate Mal2 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2005-06-30	394
AY687889	AY687889.1	Nycticebus coucang isolate Mal1 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2005-06-30	1140
AY687890	AY687890.1	Nycticebus coucang isolate Mal2 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2005-06-30	1140
AY773981	AY773981.1	Nycticebus coucang 16S ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2004-11-20	527
AY773975	AY773975.1	Nycticebus coucang 12S ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2004-11-20	382
DQ073504	DQ073504.1	Nycticebus coucang isolate 1 12S ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2006-06-30	822
EU179515	EU179515.1	Nycticebus coucang isolate PR00631 cytochrome oxidase subunit I (COXI) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2007-10-28	593
GQ253659	GQ253659.1	Nycticebus coucang isolate 035 12S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2009-07-18	971
GQ253662	GQ253662.1	Nycticebus coucang isolate 035 16S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2009-07-18	1587
GQ259900	GQ259900.1	Nycticebus coucang cytochrome oxidase subunit I (COXI) gene, complete cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2009-07-22	1542
GQ449388	GQ449388.1	Nycticebus coucang D-loop, complete sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2009-09-27	1305
KP410591	KP410591.1	Nycticebus coucang voucher ZSM3 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2015-10-16	1140
KP410592	KP410592.1	Nycticebus coucang voucher NYC cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2015-10-16	1140
KP410655	KP410655.1	Nycticebus coucang voucher NCOU751 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2015-10-16	1140
MW592452	MW592452.1	Nycticebus coucang isolate MZ9585 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MW592453	MW592453.1	Nycticebus coucang isolate MZ9750 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MW592454	MW592454.1	Nycticebus coucang isolate SD283 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MW592455	MW592455.1	Nycticebus coucang isolate SD303 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MW592456	MW592456.1	Nycticebus coucang isolate SD435 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MW592457	MW592457.1	Nycticebus coucang isolate SD302 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MW592458	MW592458.1	Nycticebus coucang isolate SD734 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2021-04-18	331
MZ041115	MZ041115.1	Nycticebus coucang voucher Loris-H-16S-1.seq large subunit ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2022-05-05	552
MZ041116	MZ041116.1	Nycticebus coucang voucher Loris-H-16S-2.seq large subunit ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2022-05-05	548
MZ041117	MZ041117.1	Nycticebus coucang voucher Loris-H-16S-3.seq large subunit ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2022-05-05	548
CM050178	CM050178.1	Nycticebus coucang isolate mNycCou1 mitochondrion, complete sequence, whole genome shotgun sequence	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2022-12-28	16752
OQ466053	OQ466053.1	Nycticebus coucang isolate Feces5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-02-26	312
OQ466054	OQ466054.1	Nycticebus coucang isolate Feces6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-02-26	312
OQ466055	OQ466055.1	Nycticebus coucang isolate Feces7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-02-26	312
OQ466056	OQ466056.1	Nycticebus coucang isolate Feces8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-02-26	323
OQ466057	OQ466057.1	Nycticebus coucang isolate Feces9 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-02-26	361
OQ466058	OQ466058.1	Nycticebus coucang isolate Feces10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-02-26	311
OQ518052	OQ518052.1	Nycticebus coucang voucher USNM:MAMM:84389 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	795
OQ518055	OQ518055.1	Nycticebus coucang voucher AMNH:M:20870 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518056	OQ518056.1	Nycticebus coucang voucher USNM:MAMM:300000 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518057	OQ518057.1	Nycticebus coucang voucher USNM:MAMM:291732 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518058	OQ518058.1	Nycticebus coucang voucher USNM:MAMM:355347 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518059	OQ518059.1	Nycticebus coucang voucher USNM:MAMM:291274 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518060	OQ518060.1	Nycticebus coucang voucher USNM:MAMM:3735 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518061	OQ518061.1	Nycticebus coucang voucher USNM:MAMM:290462 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518062	OQ518062.1	Nycticebus coucang voucher USNM:MAMM:488075 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518063	OQ518063.1	Nycticebus coucang voucher USNM:MAMM:283915 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518064	OQ518064.1	Nycticebus coucang voucher USNM:MAMM:294414 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518065	OQ518065.1	Nycticebus coucang voucher USNM:MAMM:488078 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518066	OQ518066.1	Nycticebus coucang voucher USNM:MAMM:488076 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518067	OQ518067.1	Nycticebus coucang voucher USNM:MAMM:488080 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518068	OQ518068.1	Nycticebus coucang voucher USNM:MAMM:488079 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518069	OQ518069.1	Nycticebus coucang voucher FMNH:MAMM:98478 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ518070	OQ518070.1	Nycticebus coucang voucher FMNH:MAMM:98479 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-03-01	848
OQ555475	OQ555475.1	Nycticebus coucang isolate 90 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	630
OQ555476	OQ555476.1	Nycticebus coucang isolate 95 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555477	OQ555477.1	Nycticebus coucang isolate 66 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555478	OQ555478.1	Nycticebus coucang isolate 119 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555485	OQ555485.1	Nycticebus coucang isolate 110 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555486	OQ555486.1	Nycticebus coucang isolate 112 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555488	OQ555488.1	Nycticebus coucang isolate 116 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555489	OQ555489.1	Nycticebus coucang isolate 120 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555490	OQ555490.1	Nycticebus coucang isolate 121 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555491	OQ555491.1	Nycticebus coucang isolate 122 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	716
OQ555566	OQ555566.1	Nycticebus coucang isolate 26 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2023-04-08	615
AY878362	AY878362.1	Nycticebus coucang coucang isolate C1 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang coucang	Nycticebus	coucang	coucang	Nycticebus coucang coucang	2005-02-05	425
AY878363	AY878363.1	Nycticebus coucang coucang isolate C2 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang coucang	Nycticebus	coucang	coucang	Nycticebus coucang coucang	2005-02-05	425
AY878364	AY878364.1	Nycticebus coucang coucang isolate C3 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang coucang	Nycticebus	coucang	coucang	Nycticebus coucang coucang	2005-02-05	425
AY875955	AY875955.1	Nycticebus coucang coucang isolate C1 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus coucang coucang	Nycticebus	coucang	coucang	Nycticebus coucang coucang	2005-04-05	392
AY875956	AY875956.1	Nycticebus coucang coucang isolate C2 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus coucang coucang	Nycticebus	coucang	coucang	Nycticebus coucang coucang	2005-04-05	392
AY875957	AY875957.1	Nycticebus coucang coucang isolate C3 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus coucang coucang	Nycticebus	coucang	coucang	Nycticebus coucang coucang	2005-04-05	392
KY680654	KY680654.1	Nycticebus coucang insularis voucher NC37 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus coucang insularis	Nycticebus	coucang	insularis	Nycticebus coucang insularis	2018-03-28	402
KY680655	KY680655.1	Nycticebus coucang insularis voucher NC37 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus coucang insularis	Nycticebus	coucang	insularis	Nycticebus coucang insularis	2018-03-28	380
OQ518053	OQ518053.1	Nycticebus hilleri voucher USNM:MAMM:267400 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus hilleri	Nycticebus	hilleri		Nycticebus hilleri	2023-03-01	848
OQ518054	OQ518054.1	Nycticebus hilleri voucher USNM:MAMM:270595 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus hilleri	Nycticebus	hilleri		Nycticebus hilleri	2023-03-01	848
OQ555487	OQ555487.1	Nycticebus hilleri isolate 114 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus hilleri	Nycticebus	hilleri		Nycticebus hilleri	2023-04-08	716
OQ555553	OQ555553.1	Nycticebus hilleri isolate 113 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus hilleri	Nycticebus	hilleri		Nycticebus hilleri	2023-04-08	493
OQ555554	OQ555554.1	Nycticebus hilleri isolate 114 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus hilleri	Nycticebus	hilleri		Nycticebus hilleri	2023-04-08	493
AY878365	AY878365.1	Nycticebus coucang javanicus isolate J1 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2005-02-05	425
AY875958	AY875958.1	Nycticebus coucang javanicus isolate J1 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2005-04-05	396
GQ253660	GQ253660.1	Nycticebus javanicus isolate 036 12S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2009-07-18	971
GQ253663	GQ253663.1	Nycticebus javanicus isolate 036 16S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2009-07-18	1588
GQ259903	GQ259903.1	Nycticebus javanicus cytochrome oxidase subunit I (COXI) gene, complete cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2009-07-22	1482
GQ449389	GQ449389.1	Nycticebus javanicus D-loop, complete sequence; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2009-09-27	1273
KP410601	KP410601.1	Nycticebus javanicus voucher N3 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2015-10-16	1140
KP410612	KP410612.1	Nycticebus javanicus voucher NJAV cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2015-10-16	1140
KP410654	KP410654.1	Nycticebus javanicus voucher N2 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2015-10-16	1140
KP410658	KP410658.1	Nycticebus javanicus voucher N5 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2015-10-16	1140
OQ518080	OQ518080.1	Nycticebus javanicus voucher AMNH:M:102027 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-03-01	848
OQ518081	OQ518081.1	Nycticebus javanicus voucher AMNH:M:102845 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-03-01	848
OQ518082	OQ518082.1	Nycticebus javanicus voucher AMNH:M:101795 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-03-01	848
OQ518083	OQ518083.1	Nycticebus javanicus voucher USNM:MAMM:521836 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-03-01	848
